cluster	status	loglr	df	p	p.adjust	genes
chr6:clu_26983_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GOPC
chr6:clu_26984_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NUS1
chr6:clu_26985_NA	Not enough valid samples	NA	NA	NA	NA	MCM9
chr6:clu_26986_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FAM184A
chr6:clu_26987_NA	Success	0.0889727763281627	1	0.673144777303147	0.878433342843428	FAM184A
chr6:clu_26988_NA	Success	0.00764374811279822	1	0.901598249517406	0.961345393521693	FAM184A
chr6:clu_26989_NA	Success	3.37937952339507	4	0.149199272031927	0.579931101368216	FAM184A
chr6:clu_26990_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM184A
chr6:clu_26991_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAN1A1
chr6:clu_26992_NA	Not enough valid samples	NA	NA	NA	NA	MAN1A1
chr6:clu_26993_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TBC1D32
chr6:clu_26994_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TBC1D32
chr6:clu_26995_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TBC1D32
chr6:clu_26996_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TBC1D32
chr6:clu_26997_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TBC1D32
chr6:clu_26998_NA	Not enough valid samples	NA	NA	NA	NA	TBC1D32
chr6:clu_26999_NA	Success	0.0386010118988622	1	0.781125571458638	0.917474458462842	TBC1D32
chr6:clu_27000_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TBC1D32
chr6:clu_27001_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27002_NA	Not enough valid samples	NA	NA	NA	NA	HSF2
chr6:clu_27003_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SERINC1
chr6:clu_27004_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SMPDL3A
chr6:clu_27005_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SMPDL3A
chr6:clu_27006_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SMPDL3A
chr6:clu_27007_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27008_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_27009_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27010_NA	Success	3.39381125692319	2	0.0335804489813544	0.377770896065051	NKAIN2
chr6:clu_27011_NA	Success	0.156126600806374	2	0.855450882743678	0.943504123742362	RNF217
chr6:clu_27012_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HDDC2
chr6:clu_27013_NA	Success	4.18722147161316	4	0.0787857386798965	0.487084503666377	TPD52L1
chr6:clu_27014_NA	Success	1.57537537926164	1	0.0758920381873453	0.484642642183614	HDDC2
chr6:clu_27015_NA	Success	0.296850769067476	2	0.74315490578697	0.904567518809606	HDDC2
chr6:clu_27016_NA	Not enough valid samples	NA	NA	NA	NA	HDDC2
chr6:clu_27017_NA	Success	3.77375961828614	6	0.273161326068826	0.689154465909737	NCOA7
chr6:clu_27018_NA	Success	0.918972747057069	3	0.606712587970671	0.849907707639621	NCOA7
chr6:clu_27019_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NCOA7
chr6:clu_27020_NA	Success	1.90117611664493	1	0.0511806352097065	0.438228488043159	NCOA7
chr6:clu_27021_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NCOA7
chr6:clu_27022_NA	Success	1.48013294979182	3	0.39779205158283	0.754342427229498	HINT3,TRMT11
chr6:clu_27023_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRMT11
chr6:clu_27024_NA	Success	0.561998821285727	2	0.570068459325447	0.832035402716655	TRMT11
chr6:clu_27025_NA	Success	1.57054051862426	3	0.370380576280586	0.739187552540027	TRMT11
chr6:clu_27026_NA	Success	0.440654097105266	1	0.347843625803327	0.731581633038369	TRMT11
chr6:clu_27027_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27028_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27029_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27030_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CENPW
chr6:clu_27031_NA	Not enough valid samples	NA	NA	NA	NA	CENPW
chr6:clu_27032_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CENPW
chr6:clu_27033_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27034_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27035_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27036_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27037_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27038_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNF146
chr6:clu_27039_NA	Not enough valid samples	NA	NA	NA	NA	RNF146
chr6:clu_27040_NA	Not enough valid samples	NA	NA	NA	NA	ECHDC1
chr6:clu_27041_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ECHDC1
chr6:clu_27042_NA	Success	4.11034237416629	1	0.00414155697675199	0.147325178524736	SOGA3,KIAA0408
chr6:clu_27043_NA	Success	0.510903925326545	2	0.59995302090296	0.847658047921784	SOGA3,KIAA0408
chr6:clu_27044_NA	Success	2.04110782535281	1	0.0433367969695785	0.409070330865523	SOGA3
chr6:clu_27045_NA	Success	2.33767189777063	3	0.197173197882654	0.625308486557365	SOGA3
chr6:clu_27046_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SOGA3
chr6:clu_27047_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	THEMIS
chr6:clu_27048_NA	Success	0.833356509039135	2	0.43458813650357	0.774971688188561	PTPRK
chr6:clu_27049_NA	Success	3.99434797964545	4	0.0919931546508082	0.508108712568507	PTPRK
chr6:clu_27050_NA	Success	2.19780623280576	4	0.355105194684543	0.735096550904426	PTPRK
chr6:clu_27051_NA	Success	0.744804458749456	2	0.474827139155251	0.792864481632497	PTPRK
chr6:clu_27052_NA	Success	0.400951043742623	1	0.370525284430446	0.739187552540027	PTPRK
chr6:clu_27053_NA	Success	2.33310748066427	2	0.0969938717156003	0.516097021200102	PTPRK
chr6:clu_27054_NA	Success	0.0374004971209843	1	0.784470656822794	0.919070267130667	PTPRK
chr6:clu_27055_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27056_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LAMA2
chr6:clu_27057_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LAMA2
chr6:clu_27058_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LAMA2
chr6:clu_27059_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LAMA2
chr6:clu_27060_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LAMA2
chr6:clu_27061_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LAMA2
chr6:clu_27062_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27063_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LAMA2
chr6:clu_27064_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27065_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27066_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27067_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARHGAP18
chr6:clu_27068_NA	Not enough valid samples	NA	NA	NA	NA	ARHGAP18
chr6:clu_27069_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARHGAP18
chr6:clu_27070_NA	Not enough valid samples	NA	NA	NA	NA	ARHGAP18
chr6:clu_27071_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARHGAP18
chr6:clu_27072_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TMEM244
chr6:clu_27073_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	L3MBTL3
chr6:clu_27074_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	L3MBTL3
chr6:clu_27075_NA	Success	1.88860129705699	3	0.286549010641766	0.696686211119598	EPB41L2
chr6:clu_27076_NA	Success	13.4121039052625	17	0.060696809084311	0.452746408180587	EPB41L2
chr6:clu_27077_NA	Success	3.17877397561335	2	0.0416366714157066	0.403672762703399	EPB41L2
chr6:clu_27078_NA	Success	0.0253181014929424	1	0.821959908124799	0.933231170175592	EPB41L2
chr6:clu_27079_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPB41L2
chr6:clu_27080_NA	Success	0.157163108010195	1	0.575037500610992	0.834963808566555	EPB41L2
chr6:clu_27081_NA	Success	1.85391227640449	1	0.0541579342267757	0.441413548659431	EPB41L2
chr6:clu_27082_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AKAP7
chr6:clu_27083_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AKAP7
chr6:clu_27084_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AKAP7
chr6:clu_27085_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AKAP7
chr6:clu_27086_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MED23
chr6:clu_27087_NA	Success	1.98434907065261	1	0.0463535969923788	0.421405887179441	MED23
chr6:clu_27088_NA	Success	3.30335749152118	3	0.0855476115033929	0.497440755205732	MED23
chr6:clu_27089_NA	Success	2.76341503009735	3	0.137042660470909	0.56730822047267	MED23
chr6:clu_27090_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MED23
chr6:clu_27091_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENPP3
chr6:clu_27092_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENPP3
chr6:clu_27093_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MOXD1
chr6:clu_27094_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MOXD1
chr6:clu_27095_NA	Success	0.34541929792374	1	0.405879289587364	0.759784145896821	STX7
chr6:clu_27096_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC18B1
chr6:clu_27097_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC18B1
chr6:clu_27098_NA	Success	0.394731744824583	1	0.374262403748143	0.740942454076462	RPS12
chr6:clu_27099_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPS12
chr6:clu_27100_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27101_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27102_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EYA4
chr6:clu_27103_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EYA4
chr6:clu_27104_NA	Not enough valid samples	NA	NA	NA	NA	TBPL1
chr6:clu_27105_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TBPL1
chr6:clu_27106_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SGK1
chr6:clu_27107_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SGK1
chr6:clu_27108_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ALDH8A1
chr6:clu_27109_NA	Success	1.09417149878186	2	0.334816888268575	0.722206454571082	HBS1L
chr6:clu_27110_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HBS1L
chr6:clu_27111_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HBS1L
chr6:clu_27112_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HBS1L
chr6:clu_27113_NA	Success	4.03286180062105	8	0.427076529447896	0.770585368296564	HBS1L
chr6:clu_27114_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MYB
chr6:clu_27115_NA	Success	1.81985545381679	3	0.303088996613397	0.700880303916561	AHI1
chr6:clu_27116_NA	Success	1.71545009867066	4	0.488462597315888	0.79823705674709	AHI1
chr6:clu_27117_NA	Success	3.42717797521982	4	0.143787952025513	0.57435121064618	AHI1
chr6:clu_27118_NA	Success	0.96038249773315	1	0.165772352242484	0.597939715291422	AHI1
chr6:clu_27119_NA	Success	1.03051282336992	3	0.559837689791681	0.827602975693602	AHI1
chr6:clu_27120_NA	Success	0.240050613539097	2	0.7865880480541	0.919685982940921	AHI1
chr6:clu_27121_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AHI1
chr6:clu_27122_NA	Success	1.80565871509953	2	0.16436615044448	0.59683252656996	AHI1
chr6:clu_27123_NA	Success	0.0782700850406854	2	0.924714641221921	0.97077335108979	AHI1
chr6:clu_27124_NA	Success	0.271932402360108	3	0.909154065915382	0.963500082940489	AHI1
chr6:clu_27125_NA	Success	2.29181853604678	4	0.332745156608808	0.721247340724211	AHI1
chr6:clu_27126_NA	Success	3.95536650226313	9	0.54316668378593	0.820844673525575	AHI1
chr6:clu_27127_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LINC00271
chr6:clu_27128_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PDE7B
chr6:clu_27129_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PDE7B
chr6:clu_27130_NA	Success	0.0166343782907461	2	0.983503209030285	0.993354943580179	BCLAF1
chr6:clu_27131_NA	Success	1.74832668490603	3	0.321196426977871	0.71150146890782	BCLAF1
chr6:clu_27132_NA	Success	2.34623994031222	2	0.0957284309705556	0.513793102223812	BCLAF1
chr6:clu_27133_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BCLAF1
chr6:clu_27134_NA	Success	1.03448863517929	2	0.355408077652244	0.735096550904426	BCLAF1
chr6:clu_27135_NA	Success	0.206710683910813	1	0.520238042528277	0.811058734580883	BCLAF1
chr6:clu_27136_NA	Success	1.20577170134658	1	0.1204435654113	0.548927912300432	BCLAF1
chr6:clu_27137_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27138_NA	Success	6.70794227810438	6	0.0368870217289243	0.392709983637947	MAP7
chr6:clu_27139_NA	Success	0.0914195739394472	1	0.668944590100495	0.877718478841509	MAP7
chr6:clu_27140_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP7
chr6:clu_27141_NA	Success	1.34856695287817	3	0.44071457680754	0.77929577894182	MAP7
chr6:clu_27142_NA	Success	1.27306908877324	3	0.467010554669459	0.788597780860835	MAP7
chr6:clu_27143_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAP7
chr6:clu_27144_NA	Success	1.54912414433511	2	0.21243395385092	0.639098474169173	MAP3K5
chr6:clu_27145_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP3K5
chr6:clu_27146_NA	Not enough valid samples	NA	NA	NA	NA	MAP3K5
chr6:clu_27147_NA	Success	0.983125057890618	2	0.374140060674573	0.740942454076462	MAP3K5
chr6:clu_27148_NA	Success	1.30562905115869	2	0.271002007289189	0.68713280689385	MAP3K5
chr6:clu_27149_NA	Not enough valid samples	NA	NA	NA	NA	MAP3K5
chr6:clu_27150_NA	Not enough valid samples	NA	NA	NA	NA	MAP3K5
chr6:clu_27151_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PEX7
chr6:clu_27152_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PEX7
chr6:clu_27153_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PEX7
chr6:clu_27154_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PEX7
chr6:clu_27155_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	IFNGR1
chr6:clu_27156_NA	Success	0.351452127496643	1	0.401809539888762	0.757601520805048	ARFGEF3
chr6:clu_27157_NA	Success	1.89282568390286	1	0.0516937865225271	0.438228488043159	ARFGEF3
chr6:clu_27158_NA	Not enough valid samples	NA	NA	NA	NA	CCDC28A
chr6:clu_27159_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27160_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27161_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_27162_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ECT2L
chr6:clu_27163_NA	Success	0.675286055829474	2	0.509010794274944	0.808087118607384	REPS1
chr6:clu_27164_NA	Success	0.0531080043294452	1	0.744493981107254	0.9051502544611	REPS1
chr6:clu_27165_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27166_NA	Success	0.859812261908246	1	0.189741384160752	0.616824937392279	REPS1
chr6:clu_27167_NA	Success	5.34187187339012	8	0.220270492671257	0.645716100318467	REPS1
chr6:clu_27168_NA	Success	3.46640804560298	4	0.139481468445644	0.569902443283542	REPS1
chr6:clu_27169_NA	Success	0.32551168591381	2	0.72215774114369	0.896444613930944	REPS1
chr6:clu_27170_NA	Success	0.632918767721378	2	0.531039555673226	0.813848181317203	REPS1
chr6:clu_27171_NA	Success	0.182928350553624	1	0.545271428802069	0.821530606035072	REPS1
chr6:clu_27172_NA	Success	0.464685149491629	3	0.818334912982824	0.93188464094611	REPS1
chr6:clu_27173_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TXLNB
chr6:clu_27174_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27175_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27176_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27177_NA	Success	0.0370376846877889	2	0.96363982019903	0.984425756687452	HIVEP2
chr6:clu_27178_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HIVEP2
chr6:clu_27179_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AIG1
chr6:clu_27180_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AIG1
chr6:clu_27181_NA	Not enough valid samples	NA	NA	NA	NA	AIG1
chr6:clu_27182_NA	Success	1.15533103936233	1	0.128489310548277	0.55531602102426	ADAT2
chr6:clu_27183_NA	Not enough valid samples	NA	NA	NA	NA	ADAT2
chr6:clu_27184_NA	Not enough valid samples	NA	NA	NA	NA	ADAT2
chr6:clu_27185_NA	Success	0.619664495069514	2	0.538124950885671	0.817328768159096	PEX3
chr6:clu_27186_NA	Success	0.438698435368849	2	0.644875221868298	0.866440842510206	PEX3
chr6:clu_27187_NA	Success	0.570395772606048	2	0.565301663507843	0.829419991572594	PEX3
chr6:clu_27188_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FUCA2
chr6:clu_27189_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27190_NA	Success	4.87216358102978	6	0.135840124943992	0.564975907643063	PHACTR2
chr6:clu_27191_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PHACTR2
chr6:clu_27192_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PHACTR2
chr6:clu_27193_NA	Not enough valid samples	NA	NA	NA	NA	LTV1
chr6:clu_27194_NA	Success	2.25055654830294	3	0.212191023170526	0.638740179465173	LTV1,ZC2HC1B
chr6:clu_27195_NA	Success	0.798344846368536	2	0.450073288399496	0.783112297006989	PLAGL1
chr6:clu_27196_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLAGL1
chr6:clu_27197_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLAGL1
chr6:clu_27198_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UTRN
chr6:clu_27199_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UTRN
chr6:clu_27200_NA	Not enough valid samples	NA	NA	NA	NA	UTRN
chr6:clu_27201_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UTRN
chr6:clu_27202_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EPM2A
chr6:clu_27203_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_27204_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EPM2A
chr6:clu_27205_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SHPRH
chr6:clu_27206_NA	Not enough valid samples	NA	NA	NA	NA	SHPRH
chr6:clu_27207_NA	Success	0.34798955872941	1	0.404138076378453	0.758549142182128	SHPRH
chr6:clu_27208_NA	Success	1.394064310908	1	0.0949650695617388	0.512359440416322	SHPRH
chr6:clu_27209_NA	Success	1.18763472400349	2	0.304941682979143	0.701869344402686	SHPRH
chr6:clu_27210_NA	Success	0.575315750733296	1	0.283416993275443	0.694213377675926	SHPRH
chr6:clu_27211_NA	Success	0.0942080440599966	1	0.664238175922563	0.874838953876992	SHPRH
chr6:clu_27212_NA	Success	0.0631406069095419	1	0.722319400840048	0.896444613930944	SHPRH
chr6:clu_27213_NA	Success	0.00110407774741361	1	0.962520388575922	0.984425756687452	SHPRH
chr6:clu_27214_NA	Success	0.324094927864934	2	0.72318158903713	0.896444613930944	SHPRH
chr6:clu_27215_NA	Success	1.23012552033515	2	0.292255891321037	0.699062816681688	SHPRH
chr6:clu_27216_NA	Success	0.154895959869179	1	0.577807899764815	0.835961462205194	SHPRH
chr6:clu_27217_NA	Success	0.15269118188661	1	0.580527672317068	0.836981515757563	GRM1
chr6:clu_27218_NA	Success	4.41409069703047	3	0.0316647212794546	0.370569028037187	GRM1
chr6:clu_27219_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STXBP5-AS1
chr6:clu_27220_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	STXBP5-AS1
chr6:clu_27221_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	STXBP5-AS1
chr6:clu_27222_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STXBP5-AS1
chr6:clu_27223_NA	Not enough valid samples	NA	NA	NA	NA	STXBP5-AS1
chr6:clu_27224_NA	Success	0.472812833756166	1	0.330835251021847	0.720008867463883	STXBP5
chr6:clu_27225_NA	Success	2.21531152919852	2	0.109119515037803	0.528626776756638	STXBP5
chr6:clu_27226_NA	Success	1.45550067905265	2	0.233283534477529	0.655190839385362	STXBP5
chr6:clu_27227_NA	Success	2.51334535006646	2	0.0809968227760173	0.491044831957589	STXBP5
chr6:clu_27228_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27229_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SASH1
chr6:clu_27230_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SASH1
chr6:clu_27231_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SASH1
chr6:clu_27232_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SASH1
chr6:clu_27233_NA	Not enough valid samples	NA	NA	NA	NA	SASH1
chr6:clu_27234_NA	Success	1.01527622822687	3	0.566089705442434	0.829985986546922	TAB2
chr6:clu_27235_NA	Success	1.0187610652121	2	0.361041970652423	0.736620338695932	TAB2
chr6:clu_27236_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPIL4
chr6:clu_27237_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPIL4
chr6:clu_27238_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPIL4
chr6:clu_27239_NA	Success	2.86812144689031	3	0.125171973231009	0.550026211649501	GINM1
chr6:clu_27240_NA	Not enough valid samples	NA	NA	NA	NA	KATNA1,LATS1
chr6:clu_27241_NA	Success	1.0962787491132	3	0.533415799347225	0.815122361721082	LATS1
chr6:clu_27242_NA	Success	1.71656902805535	4	0.488117398819752	0.79823705674709	LATS1
chr6:clu_27243_NA	Not enough valid samples	NA	NA	NA	NA	NUP43
chr6:clu_27244_NA	Success	0.0426814976653986	1	0.770157058184906	0.914156017858618	PCMT1
chr6:clu_27245_NA	Success	2.86148520630638	2	0.0571837674731013	0.44413513092543	PCMT1
chr6:clu_27246_NA	Success	1.62640713920683	1	0.0713009376062104	0.472105566332264	LRP11
chr6:clu_27247_NA	Success	0.668120461301541	1	0.247697978531737	0.668369340354193	LRP11
chr6:clu_27248_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_27249_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPP1R14C
